S/N,video_id,type,labels,list_animal_action,list_animal,list_animal_parent_class
5326,FQDSLPKK,train,"52,102,68,133,27","[('Black-Winged Stilt', 'Flying'), ('Black-Winged Stilt', 'Walking'), ('Black-Winged Stilt', 'Disturbing Another Animal'), ('Black-Winged Stilt', 'Keeping still')]","['Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt']",['Bird']
5327,FQEUKVMP,train,38,"[('Bird', 'Drinking')]",['Bird'],['Bird']
5328,FQFTEYTZ,train,"104,133,15","[('Greylag Goose', 'Shaking Head'), ('Greylag Goose', 'Chirping'), ('Bird', 'Walking')]","['Greylag Goose', 'Greylag Goose', 'Bird']",['Bird']
5329,FQFVLRDX,train,"38,2","[('Red Crossbill', 'Attending'), ('Red Crossbill', 'Drinking')]","['Red Crossbill', 'Red Crossbill']",['Bird']
5330,FQGLAHGA,train,"102,116,2,68,133,78","[('Meerkat', 'Walking'), ('Meerkat', 'Standing'), ('Naja Nivea Snake', 'Moving'), ('Naja Nivea Snake', 'Keeping still'), ('Meerkat', 'Moving'), ('Meerkat', 'Attending'), ('Meerkat', 'Keeping still'), ('Meerkat', 'Sensing')]","['Meerkat', 'Meerkat', 'Naja Nivea Snake', 'Naja Nivea Snake', 'Meerkat', 'Meerkat', 'Meerkat', 'Meerkat']","['Reptile', 'Mammal']"
5331,FQHCDVEI,train,102,"[('Anthus Pratensis Bird', 'Sensing')]",['Anthus Pratensis Bird'],['Bird']
5332,FQITWAHW,train,58,"[('Green Bottle Fly', 'Grooming')]",['Green Bottle Fly'],['Insect']
5333,FQJRMVTI,train,"48,32","[('Smew', 'Flapping'), ('Smew', 'Doing A Face Dip')]","['Smew', 'Smew']",['Bird']
5334,FQJSXGHA,train,"2,15","[('Nightingale Bird', 'Attending'), ('Nightingale Bird', 'Chirping')]","['Nightingale Bird', 'Nightingale Bird']",['Bird']
5335,FQLPSPHK,train,40,"[('Azure Tit Bird', 'Eating')]",['Azure Tit Bird'],['Bird']
5336,FQNOLRFO,train,102,"[('Pill Bug', 'Sensing')]",['Pill Bug'],['Insect']
5337,FQNQTPTK,train,"68,102,15","[('Singing Nightingale', 'Keeping still'), ('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Sensing')]","['Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale']",['Bird']
5338,FQNSRIBW,train,"2,68,49,104","[('Cuckoo Bird', 'Keeping still'), ('Cuckoo Bird', 'Attending'), ('Cuckoo Bird', 'Shaking Head'), ('Cuckoo Bird', 'Flapping Tail')]","['Cuckoo Bird', 'Cuckoo Bird', 'Cuckoo Bird', 'Cuckoo Bird']",['Bird']
5339,FQOGGRGE,train,68,"[('Marine Iguana', 'Keeping still')]",['Marine Iguana'],['Reptile']
5340,FQOTNVTI,train,"38,32,123,102","[('Smew', 'Drinking'), ('Smew', 'Sensing')]","['Smew', 'Smew']",['Bird']
5341,FQOVAREH,train,133,"[('Bird', 'Walking')]",['Bird'],['Bird']
5342,FQPNNPKK,train,"38,104,90,68,133","[('Black-Winged Stilt', 'Preening'), ('Black-Winged Stilt', 'Walking'), ('Black-Winged Stilt', 'Keeping still'), ('Black-Winged Stilt', 'Drinking')]","['Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt']",['Bird']
5343,FQQPEUPH,train,"49,69","[('White And Gray Wagtail Bird', 'Landing'), ('White And Gray Wagtail Bird', 'Flapping Tail')]","['White And Gray Wagtail Bird', 'White And Gray Wagtail Bird']",['Bird']
5344,FQQSHEWB,train,"48,32,90,135","[('Philomachus Pugnax Ruff Bird', 'Preening'), ('Philomachus Pugnax Ruff Bird', 'Doing A Face Dip'), ('Philomachus Pugnax Ruff Bird', 'Washing')]","['Philomachus Pugnax Ruff Bird', 'Philomachus Pugnax Ruff Bird', 'Philomachus Pugnax Ruff Bird']",['Bird']
5345,FQQTHSOB,train,"68,78","[('Nose-Horned Viper', 'Keeping still'), ('Nose-Horned Viper', 'Moving')]","['Nose-Horned Viper', 'Nose-Horned Viper']",['Reptile']
5346,FQROFGHA,train,"128,68,15","[('Nightingale Bird', 'Turning Around'), ('Nightingale Bird', 'Keeping still'), ('Nightingale Bird', 'Chirping')]","['Nightingale Bird', 'Nightingale Bird', 'Nightingale Bird']",['Bird']
5347,FQRTGXYT,train,"104,74","[('Raven', 'Lying Down'), ('Raven', 'Shaking Head')]","['Raven', 'Raven']",['Bird']
5348,FQSKZLVZ,train,78,"[('Puff Adder', 'Moving')]",['Puff Adder'],['Reptile']
5349,FQSXGGHA,train,"128,68","[('Nightingale Bird', 'Turning Around'), ('Nightingale Bird', 'Keeping still')]","['Nightingale Bird', 'Nightingale Bird']",['Bird']
5350,FQTAZTFT,train,"38,102,26,90,47,133,27","[('Flamingo', 'Fighting'), ('Flamingo', 'Walking'), ('Flamingo', 'Preening'), ('Flamingo', 'Disturbing Another Animal'), ('Flamingo', 'Drinking'), ('Flamingo', 'Displaying Defensive Pose'), ('Flamingo', 'Sensing')]","['Flamingo', 'Flamingo', 'Flamingo', 'Flamingo', 'Flamingo', 'Flamingo', 'Flamingo']",['Bird']
5351,FQTFQXMC,train,"2,52","[('Woodpecker', 'Attending'), ('Woodpecker', 'Flying')]","['Woodpecker', 'Woodpecker']",['Bird']
5352,FQTQFGHA,train,"128,68,15","[('Nightingale Bird', 'Turning Around'), ('Nightingale Bird', 'Keeping still'), ('Nightingale Bird', 'Chirping')]","['Nightingale Bird', 'Nightingale Bird', 'Nightingale Bird']",['Bird']
5353,FQTVGNQN,train,"102,15","[('Whinchat Bird', 'Chirping'), ('Whinchat Bird', 'Sensing')]","['Whinchat Bird', 'Whinchat Bird']",['Bird']
5354,FQTZKLSQ,train,40,"[('Bird', 'Eating')]",['Bird'],['Bird']
5355,FQUDOAFG,train,"78,122","[('Phyllium Giganteum', 'Swaying')]",['Phyllium Giganteum'],['Insect']
5356,FQVLGQCN,train,102,"[('Ibex', 'Sensing')]",['Ibex'],['Mammal']
5357,FQVOJKWA,train,"2,73","[('Iguana', 'Attending'), ('Iguana', 'Licking')]","['Iguana', 'Iguana']",['Reptile']
5358,FQWQTGIW,train,"2,68","[('Grey Heron', 'Attending'), ('Grey Heron', 'Keeping still')]","['Grey Heron', 'Grey Heron']",['Bird']
5359,FQXIDUDX,train,40,"[('Elephant', 'Eating')]",['Elephant'],['Mammal']
5360,FQXTKIQR,train,"2,102,100","[('Mongoose', 'Attending'), ('Mongoose', 'Sensing'), ('Black Mamba', 'Running'), ('Black Mamba', 'Sensing'), ('Mongoose', 'Running')]","['Mongoose', 'Mongoose', 'Black Mamba', 'Black Mamba', 'Mongoose']","['Reptile', 'Mammal']"
5361,FQZARPTK,train,"2,68,15","[('Singing Nightingale', 'Keeping still'), ('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Attending')]","['Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale']",['Bird']
5362,FQZFNLKY,train,"133,102","[('Side Blotched Lizard', 'Sensing'), ('Side Blotched Lizard', 'Walking')]","['Side Blotched Lizard', 'Side Blotched Lizard']",['Reptile']
5363,FRAXHKOU,train,"69,133,102,15","[('Yellowhammer', 'Walking'), ('Yellowhammer', 'Landing'), ('Yellowhammer', 'Chirping'), ('Yellowhammer', 'Sensing')]","['Yellowhammer', 'Yellowhammer', 'Yellowhammer', 'Yellowhammer']",['Bird']
5364,FRBWJMHZ,train,"68,102","[('Coronella Austriaca Snake', 'Sensing'), ('Coronella Austriaca Snake', 'Keeping still')]","['Coronella Austriaca Snake', 'Coronella Austriaca Snake']",['Reptile']
5365,FRCOEZDI,train,133,"[('Leatherback Sea Turtle', 'Walking')]",['Leatherback Sea Turtle'],['Reptile']
5366,FRCQEDAL,train,"104,5,13","[('Frog', 'Carrying In Mouth'), ('Grey Heron', 'Being Carried In Mouth'), ('Grey Heron', 'Shaking Head'), ('Frog', 'Being Carried In Mouth'), ('Grey Heron', 'Carrying In Mouth')]","['Frog', 'Grey Heron', 'Grey Heron', 'Frog', 'Grey Heron']","['Amphibian', 'Bird']"
5367,FRDYVJYD,train,"68,40,13","[('Aphis Fabae Aphid', 'Keeping still'), ('Ant', 'Carrying In Mouth')]","['Aphis Fabae Aphid', 'Ant']",['Insect']
5368,FREHZREH,train,"40,133","[('Bird', 'Eating'), ('Bird', 'Walking')]","['Bird', 'Bird']",['Bird']
5369,FRESYHFB,train,133,"[('Hazel Grouse Bird', 'Walking')]",['Hazel Grouse Bird'],['Bird']
5370,FRFGNTUB,train,123,"[('Turtle', 'Swimming')]",['Turtle'],['Reptile']
5371,FRGNGLKY,train,"16,35","[('Side Blotched Lizard', 'Climbing'), ('Side Blotched Lizard', 'Doing Push Up')]","['Side Blotched Lizard', 'Side Blotched Lizard']",['Reptile']
5372,FRHEKVTI,train,"2,48,32","[('Smew', 'Flapping'), ('Smew', 'Doing A Face Dip'), ('Smew', 'Attending')]","['Smew', 'Smew', 'Smew']",['Bird']
5373,FRIECYMI,train,40,"[('Hoverfly', 'Eating')]",['Hoverfly'],['Insect']
5374,FRIETCJH,train,"102,5,8,68,13","[('Aphid', 'Sensing'), ('Aphid', 'Keeping still'), ('Aphid', 'Biting'), ('Wasp', 'Biting'), ('Wasp', 'Carrying In Mouth'), ('Ant', 'Sensing'), ('Aphid', 'Being Carried In Mouth'), ('Ant', 'Keeping still'), ('Wasp', 'Being Carried In Mouth')]","['Aphid', 'Aphid', 'Aphid', 'Wasp', 'Wasp', 'Ant', 'Aphid', 'Ant', 'Wasp']",['Insect']
5375,FRIGWHGA,train,"133,97,102","[('Meerkat', 'Walking'), ('Meerkat', 'Retreating'), ('Naja Nivea Snake', 'Sensing'), ('Meerkat', 'Sensing')]","['Meerkat', 'Meerkat', 'Naja Nivea Snake', 'Meerkat']","['Reptile', 'Mammal']"
5376,FRINUQTX,train,"68,49","[('Turdus Merula Blackbird', 'Keeping still'), ('Turdus Merula Blackbird', 'Flapping Tail')]","['Turdus Merula Blackbird', 'Turdus Merula Blackbird']",['Bird']
5377,FRITNLZD,train,52,"[('Mosquito', 'Flying')]",['Mosquito'],['Insect']
5378,FRJHRPTK,train,"2,68,15","[('Singing Nightingale', 'Attending'), ('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Keeping still')]","['Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale']",['Bird']
5379,FRJPKTFT,train,"38,27,26,47","[('Flamingo', 'Disturbing Another Animal'), ('Flamingo', 'Drinking'), ('Flamingo', 'Displaying Defensive Pose'), ('Flamingo', 'Fighting')]","['Flamingo', 'Flamingo', 'Flamingo', 'Flamingo']",['Bird']
5380,FRJUCTFT,train,"38,26,27,102","[('Flamingo', 'Disturbing Another Animal'), ('Flamingo', 'Drinking'), ('Flamingo', 'Displaying Defensive Pose'), ('Flamingo', 'Sensing')]","['Flamingo', 'Flamingo', 'Flamingo', 'Flamingo']",['Bird']
5381,FRJWHFXO,train,"102,15","[('Tit Bird', 'Chirping'), ('Tit Bird', 'Sensing')]","['Tit Bird', 'Tit Bird']",['Bird']
5382,FRKNZJWU,train,25,"[('Emerita Analoga', 'Digging')]",['Emerita Analoga'],['Sea animal']
5383,FRLJXVEI,train,"133,102","[('Anthus Pratensis Bird', 'Sensing'), ('Anthus Pratensis Bird', 'Walking')]","['Anthus Pratensis Bird', 'Anthus Pratensis Bird']",['Bird']
5384,FRLLHRDX,train,2,"[('Red Crossbill', 'Attending')]",['Red Crossbill'],['Bird']
5385,FRLLRRLL,train,"58,128,100","[('Mouse', 'Turning Around'), ('Mouse', 'Running'), ('Mouse', 'Grooming')]","['Mouse', 'Mouse', 'Mouse']",['Mammal']
5386,FRLUTRAC,train,"133,102,100","[('Jaguarundi Cat', 'Walking'), ('Jaguarundi Cat', 'Sensing'), ('Jaguarundi Cat', 'Running')]","['Jaguarundi Cat', 'Jaguarundi Cat', 'Jaguarundi Cat']",['Mammal']
5387,FRMHEPKK,train,"38,104,102,84,67,68,133,46","[('Black-Winged Stilt', 'Falling'), ('Black-Winged Stilt', 'Drinking'), ('Black-Winged Stilt', 'Shaking Head'), ('Black-Winged Stilt', 'Jumping'), ('Black-Winged Stilt', 'Sensing'), ('Black-Winged Stilt', 'Keeping still'), ('Black-Winged Stilt', 'Walking'), ('Black-Winged Stilt', 'Performing copulatory mounting')]","['Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt']",['Bird']
5388,FRMKTHCU,train,"102,15","[('Chaffinch Bird', 'Chirping')]",['Chaffinch Bird'],['Bird']
5389,FRNINVEI,train,"104,102,90,114,40,133","[('Tringa Glareola Bird', 'Sensing'), ('Tringa Glareola Bird', 'Spreading Wings'), ('Tringa Glareola Bird', 'Walking'), ('Tringa Glareola Bird', 'Preening'), ('Tringa Glareola Bird', 'Eating'), ('Tringa Glareola Bird', 'Shaking Head')]","['Tringa Glareola Bird', 'Tringa Glareola Bird', 'Tringa Glareola Bird', 'Tringa Glareola Bird', 'Tringa Glareola Bird', 'Tringa Glareola Bird']",['Bird']
5390,FROADVKA,train,102,"[('Common Quail', 'Sensing')]",['Common Quail'],['Bird']
5391,FROCWKTR,train,102,"[('Northern Pacific Rattlesnake', 'Sensing')]",['Northern Pacific Rattlesnake'],['Reptile']
5392,FRODSRLL,train,"25,51","[('Mouse', 'Digging'), ('Arizona Bark Scorpion', 'Fleeing')]","['Mouse', 'Arizona Bark Scorpion']","['Insect', 'Mammal']"
5393,FRQSGKOU,train,"133,102","[('Yellowhammer Young', 'Walking'), ('Yellowhammer Young', 'Sensing')]","['Yellowhammer Young', 'Yellowhammer Young']",['Bird']
5394,FRRJNPKK,train,"38,104,90,68,133","[('Black-Winged Stilt', 'Walking'), ('Black-Winged Stilt', 'Preening'), ('Black-Winged Stilt', 'Keeping still'), ('Black-Winged Stilt', 'Drinking')]","['Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt']",['Bird']
5395,FRSJWLVZ,train,68,"[('Black Mamba', 'Keeping still')]",['Black Mamba'],['Reptile']
5396,FRTFDDAL,train,"68,52","[('Grey Heron', 'Keeping still'), ('Grey Heron', 'Flying')]","['Grey Heron', 'Grey Heron']",['Bird']
5397,FRTLTTFT,train,"38,102,26,90,47,133,27","[('Flamingo', 'Fighting'), ('Flamingo', 'Walking'), ('Flamingo', 'Preening'), ('Flamingo', 'Disturbing Another Animal'), ('Flamingo', 'Drinking'), ('Flamingo', 'Displaying Defensive Pose'), ('Flamingo', 'Sensing')]","['Flamingo', 'Flamingo', 'Flamingo', 'Flamingo', 'Flamingo', 'Flamingo', 'Flamingo']",['Bird']
5398,FRUASMYV,train,"62,68","[('Atheris Squamigera', 'Hissing'), ('Atheris Squamigera', 'Keeping still')]","['Atheris Squamigera', 'Atheris Squamigera']",['Reptile']
5399,FRUNOLHH,train,68,"[('Frog', 'Keeping still')]",['Frog'],['Amphibian']
5400,FRURRFPE,train,68,"[('Walking Stick', 'Keeping still')]",['Walking Stick'],['Insect']
5401,FRVMXUDI,train,"104,102,2,15,68","[('Robin Bird', 'Keeping still'), ('Robin Bird', 'Attending'), ('Robin Bird', 'Chirping'), ('Robin Bird', 'Shaking Head'), ('Robin Bird', 'Sensing')]","['Robin Bird', 'Robin Bird', 'Robin Bird', 'Robin Bird', 'Robin Bird']",['Bird']
5402,FRWVMFFP,train,123,"[('Fish', 'Swimming'), ('Damsel Fish', 'Swimming')]","['Fish', 'Damsel Fish']",['Fish']
5403,FRWXCPTK,train,"2,68,15","[('Singing Nightingale', 'Keeping still'), ('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Attending')]","['Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale']",['Bird']
5404,FRXIUZAA,train,102,"[('Fish', 'Sensing')]",['Fish'],['Fish']
5405,FRXMMBQT,train,45,"[('Greater Mouse Deer', 'Exploring')]",['Greater Mouse Deer'],['Mammal']
5406,FRYGDEUL,train,74,"[('Leopard', 'Lying Down')]",['Leopard'],['Mammal']
5407,FRYPLADX,train,"52,69,102","[('White-Backed Woodpecker', 'Sensing'), ('White-Backed Woodpecker', 'Landing'), ('White-Backed Woodpecker', 'Flying')]","['White-Backed Woodpecker', 'White-Backed Woodpecker', 'White-Backed Woodpecker']",['Bird']
5408,FRYRGDSN,train,8,"[('Cheetah', 'Biting')]",['Cheetah'],['Mammal']
5409,FRYYKLKY,train,133,"[('Side Blotched Lizard', 'Walking')]",['Side Blotched Lizard'],['Reptile']
5410,FRZVTXEV,train,97,"[('Lobster', 'Retreating')]",['Lobster'],['Sea animal']
5411,FRZYKREH,train,102,"[('Bird', 'Sensing')]",['Bird'],['Bird']
5412,FSAECSOB,train,78,"[('Nose-Horned Viper', 'Moving')]",['Nose-Horned Viper'],['Reptile']
5413,FSAKLZQJ,train,40,"[('Owl', 'Eating')]",['Owl'],['Bird']
5414,FSAMWVEI,train,102,"[('Numenius Arquata Bird', 'Sensing')]",['Numenius Arquata Bird'],['Bird']
5415,FSARBWUH,train,"40,102","[('Bird', 'Sensing'), ('Bird', 'Eating')]","['Bird', 'Bird']",['Bird']
5416,FSBRPHVR,train,"21,139,68","[('Dice Snake', 'Keeping still'), ('Dice Snake', 'Dead'), ('Perch Fish', 'Keeping still'), ('Dice Snake', 'Yawning'), ('Perch Fish', 'Dead')]","['Dice Snake', 'Dice Snake', 'Perch Fish', 'Dice Snake', 'Perch Fish']","['Reptile', 'Fish']"
5417,FSCFJEQQ,train,"16,68","[('Leaf-Tailed Gecko', 'Climbing'), ('Caterpillar', 'Keeping still')]","['Leaf-Tailed Gecko', 'Caterpillar']","['Reptile', 'Insect']"
5418,FSCHVHCQ,train,"48,102","[('Gryllus Lineaticeps', 'Flapping'), ('Gryllus Lineaticeps', 'Sensing')]","['Gryllus Lineaticeps', 'Gryllus Lineaticeps']",['Insect']
5419,FSCOZUDX,train,2,"[('Cheetah', 'Attending')]",['Cheetah'],['Mammal']
5420,FSCSTUXR,train,"102,67","[('Sand Bubbler Crab', 'Sensing'), ('Sand Bubbler Crab', 'Jumping')]","['Sand Bubbler Crab', 'Sand Bubbler Crab']",['Sea animal']
5421,FSDRMHGA,train,"2,68,133,102","[('Meerkat', 'Walking'), ('Meerkat', 'Attending'), ('Meerkat', 'Keeping still'), ('Naja Nivea Snake', 'Sensing')]","['Meerkat', 'Meerkat', 'Meerkat', 'Naja Nivea Snake']","['Reptile', 'Mammal']"
5422,FSDTBPAB,train,78,"[('Dice Snake', 'Moving')]",['Dice Snake'],['Reptile']
5423,FSENFADX,train,"16,40,102","[('White-Backed Woodpecker', 'Sensing'), ('White-Backed Woodpecker', 'Eating'), ('White-Backed Woodpecker', 'Climbing')]","['White-Backed Woodpecker', 'White-Backed Woodpecker', 'White-Backed Woodpecker']",['Bird']
5424,FSEPJMCV,train,"102,85","[('Brown Garden Snail', 'Sensing'), ('Brown Garden Snail', 'Performing sexual exploration')]","['Brown Garden Snail', 'Brown Garden Snail']",['Insect']
5425,FSEVAVCR,train,"68,133","[('Tortoise', 'Walking'), ('Tortoise', 'Keeping still')]","['Tortoise', 'Tortoise']",['Reptile']
5426,FSGILLDC,train,68,"[('Lampropeltis Splendida Snake', 'Keeping still')]",['Lampropeltis Splendida Snake'],['Reptile']
5427,FSGTCEOD,train,"102,2,15,68,133","[('Common Snipe', 'Chirping'), ('Common Snipe', 'Sensing'), ('Common Snipe', 'Attending'), ('Common Snipe', 'Keeping still'), ('Common Snipe', 'Walking')]","['Common Snipe', 'Common Snipe', 'Common Snipe', 'Common Snipe', 'Common Snipe']",['Bird']
5428,FSIRETEK,train,13,"[('Bird', 'Carrying In Mouth')]",['Bird'],['Bird']
5429,FSJHBCDA,train,9,"[('Latrodectus Hersperus Western Widow Spider', 'Building nest')]",['Latrodectus Hersperus Western Widow Spider'],['Insect']
5430,FSJKTONO,train,15,"[('Wood Warbler', 'Chirping')]",['Wood Warbler'],['Bird']
5431,FSJQQRAC,train,"68,40,133,78,100","[('Agouti', 'Eating'), ('Agouti', 'Running'), ('Agouti', 'Moving'), ('Agouti', 'Keeping still'), ('Agouti', 'Walking')]","['Agouti', 'Agouti', 'Agouti', 'Agouti', 'Agouti']",['Mammal']
5432,FSJUYZQJ,train,52,"[('Hornbill', 'Flying')]",['Hornbill'],['Bird']
5433,FSKANIQR,train,"62,102,96,1,39,8,120,97","[('Mongoose', 'Biting'), ('Black Mamba', 'Sensing'), ('Mongoose', 'Attacking'), ('Mongoose', 'Hissing'), ('Mongoose', 'Retreating'), ('Black Mamba', 'Dying'), ('Black Mamba', 'Attacking'), ('Mongoose', 'Sensing'), ('Black Mamba', 'Hissing'), ('Black Mamba', 'Struggling'), ('Black Mamba', 'Retaliating')]","['Mongoose', 'Black Mamba', 'Mongoose', 'Mongoose', 'Mongoose', 'Black Mamba', 'Black Mamba', 'Mongoose', 'Black Mamba', 'Black Mamba', 'Black Mamba']","['Reptile', 'Mammal']"
5434,FSNAJEUL,train,"62,102","[('Mozambique Spitting Cobra', 'Sensing')]",['Mozambique Spitting Cobra'],['Reptile']
5435,FSPEWPAF,train,2,"[('Tawny Owl', 'Attending')]",['Tawny Owl'],['Bird']
5436,FSPKAMVW,train,"58,104,102,2,128,10,118,132,68,78","[('Beetle', 'Moving'), ('Eurasian Wren Bird', 'Turning Around'), ('Eurasian Wren Bird', 'Shaking Head'), ('Eurasian Wren Bird', 'Chirping'), ('Eurasian Wren Bird', 'Sensing'), ('Eurasian Wren Bird', 'Startled'), ('Eurasian Wren Bird', 'Keeping still'), ('Eurasian Wren Bird', 'Attending'), ('Eurasian Wren Bird', 'Calling'), ('Eurasian Wren Bird', 'Preening'), ('Eurasian Wren Bird', 'Urinating')]","['Beetle', 'Eurasian Wren Bird', 'Eurasian Wren Bird', 'Eurasian Wren Bird', 'Eurasian Wren Bird', 'Eurasian Wren Bird', 'Eurasian Wren Bird', 'Eurasian Wren Bird', 'Eurasian Wren Bird', 'Eurasian Wren Bird', 'Eurasian Wren Bird']","['Bird', 'Insect']"
5437,FSPLGADX,train,"16,99,102","[('White-Backed Woodpecker', 'Sensing'), ('White-Backed Woodpecker', 'Climbing'), ('White-Backed Woodpecker', 'Rubbing its head')]","['White-Backed Woodpecker', 'White-Backed Woodpecker', 'White-Backed Woodpecker']",['Bird']
5438,FSQLULSQ,train,"48,102,2,68,40","[('Mistle Thrush', 'Flapping'), ('Mistle Thrush', 'Eating'), ('Mistle Thrush', 'Sensing'), ('Mistle Thrush', 'Keeping still'), ('Mistle Thrush', 'Attending')]","['Mistle Thrush', 'Mistle Thrush', 'Mistle Thrush', 'Mistle Thrush', 'Mistle Thrush']",['Bird']
5439,FSQTLEWB,train,"102,90","[('Philomachus Pugnax Ruff Bird', 'Preening'), ('Philomachus Pugnax Ruff Bird', 'Sensing')]","['Philomachus Pugnax Ruff Bird', 'Philomachus Pugnax Ruff Bird']",['Bird']
5440,FSRAFNPL,train,"68,13","[('Squirrel', 'Keeping still')]",['Squirrel'],['Mammal']
5441,FSRCINPO,train,"102,91,1,96,100","[('Hyena', 'Retaliating'), ('Lion', 'Attacking'), ('Hyena', 'Running'), ('Hyena', 'Sensing'), ('Hyena', 'Attacking')]","['Hyena', 'Lion', 'Hyena', 'Hyena', 'Hyena']",['Mammal']
5442,FSSTVEUL,train,"102,112","[('Mozambique Spitting Cobra', 'Spitting Venom'), ('Mozambique Spitting Cobra', 'Sensing')]","['Mozambique Spitting Cobra', 'Mozambique Spitting Cobra']",['Reptile']
5443,FSVAKBGU,train,52,"[('Blue Orchard Bee', 'Flying')]",['Blue Orchard Bee'],['Insect']
5444,FSWSTVKA,train,"128,102","[('Common Quail', 'Sensing'), ('Common Quail', 'Turning Around')]","['Common Quail', 'Common Quail']",['Bird']
5445,FSYDZBXG,train,"68,52,133,90","[('Common Crane', 'Preening'), ('Common Crane', 'Flying'), ('Common Crane', 'Walking')]","['Common Crane', 'Common Crane', 'Common Crane']",['Bird']
5446,FSYNOFUP,train,112,"[('Red Spitting Cobra', 'Spitting Venom')]",['Red Spitting Cobra'],['Reptile']
5447,FSZAKHVR,train,"7,8","[('King Cobra', 'Biting'), ('Snake', 'Being Eaten')]","['King Cobra', 'Snake']",['Reptile']
5448,FTAAPPKK,train,"52,102,69,68,133,27","[('Black-Winged Stilt', 'Flying'), ('Black-Winged Stilt', 'Disturbing Another Animal'), ('Black-Winged Stilt', 'Keeping still'), ('Black-Winged Stilt', 'Walking'), ('Black-Winged Stilt', 'Landing')]","['Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt']",['Bird']
5449,FTAZDFXO,train,"104,102,135","[('Tit Bird', 'Sensing'), ('Tit Bird', 'Shaking Head'), ('Tit Bird', 'Washing')]","['Tit Bird', 'Tit Bird', 'Tit Bird']",['Bird']
5450,FTAZTXGD,train,133,"[('Red Bellied Black Snake', 'Walking')]",['Red Bellied Black Snake'],['Reptile']
5451,FTDEFZIE,train,"40,78","[('Bird', 'Eating'), ('Bird', 'Moving')]","['Bird', 'Bird']",['Bird']
5452,FTDSGJKU,train,102,"[('Eagle', 'Sensing')]",['Eagle'],['Bird']
5453,FTECLGJU,train,52,"[('Wasp', 'Flying')]",['Wasp'],['Insect']
5454,FTECTUPH,train,"133,13,15","[('Water Dipper Bird', 'Walking'), ('Water Dipper Bird', 'Chirping')]","['Water Dipper Bird', 'Water Dipper Bird']",['Bird']
